page_num,img_file,ocr_engine,translator,line_num,German,English
14,Neu_Schowe_Church_14.jpg,Tesseract,Google,41,"- . weer deutsch Reformirten Gemeinde, welche ihren Seel-Sor- .","schiro - weer german reformed community, which has to receive its"
14,Neu_Schowe_Church_14.jpg,Tesseract,Google,42,"- ger und Schnllehrer selbst erhalten muß, dem Seel-Sorger .","pastor -. - ger and schnlelehrer himself, the pastor."
14,Neu_Schowe_Church_14.jpg,Tesseract,Google,43,"eine ganze, und dem« Schul-Lehrer eine halbe Session ans « , .-","a whole, and the « school - teacher half a session"
14,Neu_Schowe_Church_14.jpg,Tesseract,Google,44,"der überflüssigen Gemein Hutweide ausgeschnitten, nnd zu-, - -","ans «,. - cut out the superfluous common hat willow"
14,Neu_Schowe_Church_14.jpg,Tesseract,Google,45,.. geteilt werden solle.,", and to be divided -, -.. one that"
14,Neu_Schowe_Church_14.jpg,Tesseract,Google,46,Ein welches dem Verwalter Amt in folge hohen Kam-,came up to the administrator & # 39 ; s office as
14,Neu_Schowe_Church_14.jpg,Tesseract,Google,47,", meral Dekret ddo 2-ten Sevtember d. J Nro 13.770 Inir , ""","a result -, meral decree ddo 2nd - seventh of june"
14,Neu_Schowe_Church_14.jpg,Tesseract,Google,48,"st, f -. . . . . q— J-","nr 13.770 inir, & quot ; st, f -."
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,1,. · — 16 qsp,. · - 16 qsp the order means that for
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,2,"dem Auftrag Bedeutet wird, daß selbesz für den Schooweer",the schoowe reformed preacher a whole and for the schnlehrer
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,3,Reformirten Prediger eine ganze nnd fiir den Schnllehrer,half a residency at the common hut pasture should be
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,4,eine halbe Ansässigkeit ans der Gemein-Hutweide sogleich,cut immediately and given to the partheyen for use.
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,5,"ansschneiden lassen, nnd denen Partheyen zur-Benutzung über-",tiliichael llruienyi m. p.. given non the
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,6,geben solle.,batfcher k. kaal admi - · nistraticm on ssdsmbnr
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,7,Tiliichael llruienyi m. p..,8th october 180l. joseph schweidl & quot ; denkorikginale
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,8,Gegeben non der Batfcher K. Kaal Admi-,found the very same & quot ; ( zig knla
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,9,· nistraticm Zu Ssdsmbnr 8--ten Oktober 180l.,2 & quot ; 7 - t7 october 18 &
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,10,Joseph Schweidl «,quot ; 01. -. & quot ; l
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,11,DenkOrikginale ganz gleichlautend befunden,", it paul stråssan -, · 1 ·."
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,12,"’(Zig Knla 2""7-t7en Oktober 18""01.",administrate1 & quot ;. & quot ; visit of
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,13,". - . « L, IT Paul Stråssan",the sapwiutcndenten 1819. jrn 1819 visited ref. snsierintendent
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,14,"- , ·1·. Verwalte1«.«",gabriel - bäthdry not moving to place all german municipalities
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,15,Besuch des Sapwiutcndenten 1819. s,"and came after shouting on june 15, 1819 -"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,16,Jrn Jahre 1819 besuchtede ref. Snsierintendent Gabriel,e is unfortunately about the course of the visit -
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,17,- Bäthdry non Ort zu Ort ziehend alle deutschen Gemeinden nnd,s « isifiisj - ee -. a11fzei.chniiing zn.
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,18,kam am 15. Juni 1819 ansah nach Schrien-e Leider ist iiber den,the former bifar panhk1ui wrote a written report about the
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,19,Verlauf des Besuche-s«isifiisj-Ee-.A11fzei.chniiing zn finden. Der damalige,"church to the community, & quot ; that everyone"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,20,Bifar PanHK1ui gab über denstrntd derGemeinde eine schrift-,is concerned that the buildings of the church community were
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,21,"lich-e Meldung ab,« rings jder In Eritifehmen ist, daß die Gebäude",in bad shape. the presidential council was appointed to
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,22,der Kirchengenieinde in sehn schlechtem Zustande waren. Das,the pastor by the presidents and was appointed & quot
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,23,PresleterinnIbestand aan Ejdnrehden Pfarrer ernannten Pres-,; « a church - requests the church visit.
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,24,bhtern und fiibte ««ein-e stÆige Kirch-ersucht Der Kirchenbesuch,was true - yllirßer & quot ; den1 - osise1fge
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,25,. war gilt-Yllirßer «den1-Osise1fge-lde hatte die Kirchengemeinde,- lde the church congregation had no income fidas sacrificial
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,26,keine EinnahmenfiDas Opfergeldinnirdein Anwesenheit des Pfar-,"money in the presence of the priest, teacher and"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,27,"rers, Lehrers und KirschenvatersTigris-Mit nnd-« in eine dreifache",cherry father migrant - with nnd - & quot ;
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,28,"Liste eingetragen Ins-eine dirier Listen behielt der Pfarrer, der",into a triple e list entered in the - a
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,29,"Lehrer und Kirchenbater bei- ""’sich-«7Dass Opfergeld sannnelte der","pastor list the pastor, the teacher and the church"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,30,Kirchennater Idahrerthdes ersten Liedes Vde Bank zu Bank gehend,baker kept - & quot ; & # 39 ;
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,31,"mit dem ,,Kli11x16kbi?1rte«l««· liaishxsiodr der Predigt Jn den 60-er",himself - « 7 that the church father annied the
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,32,Jahren hörte man darnixaxnf nnd brachte an den Ansgängen die,first song of the first song vde bank going to
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,33,"Opferstöcke an- ""«. — «","the bank with the,, kli11x16kbi ? 1rte «"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,34,"Die Kranke-n wnrdrnditreh den Pfarrer besucht, die Braut-",l « « · liaishxsiodr the sermon in the 1960s
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,35,lente an drei Sonntagen bexkiindeL —,- darnixaxnf was heard and the victims & # 39
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,36,"So der Pfarrer alk- dick-Lehrer klagen, «daß ihr Gehalt",; sticks were attached to the approaches - & quot
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,37,nicht regelmäßig einfliefzt nnd auch das Pfarrfeld ungenügend - -,; «. so the pastor alk - dick -
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,38,"bearbeitet wird, ja sdgar mit der Stolagebiihr bleiben viele ""","teacher complained, & quot ; that their salary is"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,39,schuldig!,not regularly inflated and the parish field is insufficiently processed
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,40,Den Gesang leitet der Lehrer. Beniitzt wird noch das alte,"- yes, even with the fee, many remain"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,41,"Pfalzer Gesangbueh Der Friedhof ist mit einein Graben umgeben,",& quot ; guilty ! the teacher leads the singing
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,42,"liegt aber tief, so daß die Gräber nur 6 Zahnh tief gegraben",". the old palatinate singing booth is still used,"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,43,« werden können. Den Dienst des Glöckners bei-sah der Lehrer nnd,"the cemetery is surrounded by a trench, but lies"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,44,wurde ihm dafür sein Heu eingebracht Ganz nnbemittelre Armen,"deep, so that the graves can only be dug"
15,Neu_Schowe_Church_15.jpg,Tesseract,Google,45,sind keine.,6 teeth deep. at the service of the bell
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,1,". « —17, — « —",". « - 17, - « - the soul number"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,2,"Die Seeleuzahl betrug 899, n. zw. 524 Reformirte nnd","was 899, n. between 524 reformed and 375 evangelical"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,3,375 Evangelische,- « conflict and separation in the church community. -
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,4,— «Zwiespalt und Trennung in der Kirchengcmeinde. -,according to the conditions made in the settlement and later also
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,5,"Laut den bei der Ansiedlnng gemachten nnd später auch ""","& quot ; written & quot ;, the evangelicals were"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,6,schriftlich abgefaßten Bedingungen wurden die Evangelischen als «,regarded as & quot ; equal members in the ref.
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,7,gleichberechtigte Glieder iu die ref. Kirchengemeinde · aufge- f,parish & quot ;. at the beginning they also lived
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,8,nommen nnd betrachtet. Anfangs lebten sie auch in bestem Ein-,in the best - heard and peace - started in 1803
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,9,vernehmen nnd Frieden. Vom Jahre 1803 angefangen machte «,& quot ; but a certain tension was noticeable - the
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,10,sich aber eine gewisse Spannung bemerkbar-. Das Keeskemeter,keeskemeter tract. consistorium had namely the german church community -
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,11,Trakt. Consistorium hatte nähmlich den deutschen Kirchengemein-,"the english instead of the old, the introduction of the"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,12,"den an Stelle des alten, die Einführung des neuen Pfiilzer","new pfiilzer singing did not like this, & quot ;"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,13,"Gesangbnches anempfoblen Dies gefiel den anngelischen nicht, « -",- what the reformed - for the sake of peace -
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,14,woran die Reformirten — um des Friedens Willen — an das,addressed to the consistory a request to be allowed to keep
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,15,"Konsistorium eine Bittfchrift richteten, das alte Piilzer Gesang-","the old pilgrim song book, which was also granted to"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,16,"buch beibehalten zu dürfen, was ihnen im Jahre 1810 auch be- —-",them in 1810 as a result of the decision of the
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,17,"willigt wurde, infolge des Beschlusses des Konsistoriutns, daß Wer- « -","consistoriutns that who - & quot ; - bass, cseroenka"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,18,"baß, Cseroenka und Schowe das alte Pälzer Gesangbuch solange",and schowe the old palzer hymns may be used as long
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,19,"beniitzen diirfen, als sie mit den anngelischen in llnion bleiben,","as they stay in ilnion with the angels, & #"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,20,"' , nachher sichaber an den Beschluß des Consistoriums halten müssen. . —",39 ; but afterwards adhere to the decision ß of the
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,21,Die Gesangbuch Angelegenheit wurde also friedlich beigelegt «,consistorium.. - so the hymn book affair was settled
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,22,und die Gemüter bernhigten sich allmählich — aber nur scheinbar.,peacefully « and the mind gradually took over - but only
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,23,Pfarrer Hederich erkrankte im Jahre 1814. Während der,apparently. pastor hederich fell ill in 1814. during the
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,24,"6-jährigen Dauer seiner Krankheit versah sein Schwiegersohu, der-",6 - year period of his illness his son - in
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,25,Vikar Paul Knn die Pfarr-Agenden. Kun scheint kein berufener,"- law, the - vicar paul knew the parish -"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,26,- Diener des Herrn gewesen zu sein«,agendas. kun does not seem to have been called -
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,27,"- Die Tradition beschuldigt ihn wegen der Trennung, denn",to serve the lord « - the tradition accuses him of
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,28,während seiner Dienstzeit entstanden jene llueiuigkeiten und ·,"the separation, because during his service those relationships and ·"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,29,"Zwistigkeitcn zwischen den zwei Konfessionen, welche immer zuneh-",disputes between the two denominations which increasingly and finally ended with
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,30,"mend, endlich Init der Trennung endeten. Auderseits muß aber","the separation arose. on the other hand, it must"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,31,"bemerkt werden, daß auch die einzelnen Gemeindemitglieder un-",be noted that the individual parishioners also lived in constant enmity
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,32,"tereinander in steter Feindschaft lebten, welcher Umstand die Tren-","with one another, which circumstance only accelerated the separation."
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,33,"nung nur beschleunigte. - ,","-, in the on 9 and lu. senior council"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,34,Jn der am 9. und lu. Mai 1821 abgehaltenen Seniorats-,meetings held in may 1821 were brought against kun lawsuits.
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,35,Sitzung wurden gegen Kun Klagen erhoben. Die Folge der An-,the consequence of the indictment was that knn bou the consistory
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,36,"klage war, daß Knn bou dem Konsistorium in der aIn 5——8. Mai",in ain 5 - - 8. may 1823 meeting after
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,37,"1823 abgehaltenen Sitzung nach Ung.-Sekely versetzt, an seine","ung. - moved sekely, but in his place the"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,38,"Stelle aber den damaligen Halaser Kaplan Stesan Fitos, als",then halas chaplain stesan fitos when « ordinary - pastor was
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,39,« ordentliche-r Pfarrer beordert wurde.,ordered. the conflict did not stop. on both sides
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,40,Der Zwiespalt hörte aber nicht anf. Beiderseits richtete man,"the county was addressed to a number of people, where"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,41,"an das Komitat mehrere Gesnche, oon wo zur 1-lnterfnchung",a commission appeared on the spot to investigate the matter.
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,42,der Angelegenheit eine Komission an Ort nnd Stelle erschien. Die,"the senior meeting of the lö. april 1822, however"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,43,Senioratssitzung vom lö. April 1822 aber über-sandte die Akten,", sent the files of this zioiesralt to the snperintendenz with"
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,44,dieses Zioiesraltes an die Snperintendenz Init dem Bemerken,notice that the information of the evangelicals of the schoweer ge
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,45,weildie Angaben der Evangelifchen der Schoweer Ge-,- j «
16,Neu_Schowe_Church_16.jpg,Tesseract,Google,46,- J«,
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,1,- Ineinde infolge der geschlossenen Vereinbarung der Bis-jäh-,- cannot be legally binding as a result of the
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,2,"« rigen Gepflogenheit nicht rechtskräftig sein können, möge die","closed agreement of previous practice, may the superintendency by"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,3,Superintendenz durch ihre gnädige Vermittlung bei dem,its gracious mediation with the - consistory - also taking
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,4,- — Konsistorium — auch die durch Die von dem Komitate ent-,into account the important reasons given by the commission sent
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,5,sendete Kommission angeführten wichtigen Gründe in Betracht,by the county - to have the bad consequences of
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,6,"ziehend — erwirken, daß die schlimmen Folgen dieser Sache «",this matter & quot ; & quot ; remedied by
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,7,""" durch weise Einsicht behoben werden, auf solche Weise, daß","wise insight, in such a way that if the"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,8,wenn die Uniou der Kirchengemeinde schon weiter nicht be-,"uniou of the parish cannot continue to exist, we"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,9,"stehen kann, wir im Besitze der für den hierortigen Pfarrer",have the whole session and half session for the local
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,10,bemessenen ganzen Session und halben Session fiir den,pastor schoolteachers as well as all the advantages given by
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,11,Schullehrer wie auch allen von der Herrschaft gegebenen,the government are left as they were given directly and
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,12,"Begünstigungen belassen werden, da dieselben direkt nnd","utterly only to the reformed, as those who founded"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,13,"ausgesprochen einzig und allein den Reformirten, als solchen","this settlement, whose - & quot ; difficulties and"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,14,"gegeben wurde, welche diese Ansiedlung gründeten, deren-",burdens bore from the beginning without them being different from
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,15,"« Schwierigkeiten und Lasten von aubeginn trugen, ohne daß",those of the time only e ) evang. families
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,16,sie darin von den damals nur E) evang. Familien gehörig,would have been properly supported if they were abe r
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,17,unterstützt worden wären. Wenn sie sich aber durchaus los-,"quite loose - they wanted to separate, they were"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,18,trennen wollten sie verpflichtet seien zur Erhaltung ihrer,obliged to acquire their own fund to preserve their parish
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,19,Kirchengemeindc einen eigenen Fundus zu erwerben und von,and from. the rights of parishioners to the church
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,20,". dem Teilhaberrechte an Kirche, Pfarrhaus und Schule wie",", rectory and school, as well as bells,"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,21,auch Glocken entfallen solleu·«,should be void · « the upper church authority of
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,22,Die obere Kirchenbehörde beider Konfessionen richtete an das,"both denominations addressed the « top consilium », the"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,23,"« oberste Konsilium« eine Eingabe, deren Erfolg das vom 4. Juni",success of which dates from 4 june 1822 dated and
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,24,1822 datirte und mit Josephus Palatinus m. p.« nuterzeichuete,with josephus palatinus m. p. « nuterzeichuete number
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,25,"unter Zahl 13,381 herausgegebenen königliche ,,Jntimat1un« wa«r,·","13,381 published royal,, & quot ; jntimat1un &"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,26,laut welchem,"quot ; was & quot ;, according to which"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,27,weil die gegen die im Jahre 1796 geschlossene Vereinba- «,because the agreement against the closed in 1796 - &
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,28,. rung strebende Schoweer Evangelische Gemeinde weder zur,quot ;. if the aspiring schowe evangelical congregation cannot
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,29,"Erhaltung eines eigenen Pfarrers, noch eines Lehrers genü-",specify either the maintenance of their own pastor or a
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,30,"genden Fond nicht angeben kann, wird sie mit ihrem Au-","fund sufficient for their teachers, they will be rejected"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,31,"- suchen mit dem Bemerken abgewiesen, daß solange sie einen",with their search with the remark that as long as
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,32,zur Erhaltung eines eigenen Pfarrers und Lehrers nötigen,they have a fund necessary for the maintenance of their
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,33,"- Fundus nicht vorzeigen kann, sich an die in dieser Sache",own pastor and teacher cannot show that he has complied
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,34,"im Jahre 1796 geschlossene Vereinbarung zu halten hat,","with the agreement concluded in this matter in 1796,"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,35,gleichzeitig wegen des gesetzwidrig eingereichten Gesuches,at the same time made a complaint about the illegally
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,36,"eine Rüge erteilt"".",submitted application & quot ;. this royal jntimatutn was
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,37,Dieses königl. Jntimatutn wurde am 9. Jänner 1823 der,"announced on january 9, 1823 to the assembled congregation"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,38,versammelten Gemeinde verkündet und der damalige Pfarrer,and the then pastor stefan fitos expressed the hope that
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,39,"Stefan Fitos gab der Hoffnung Ausdruck, daß diese Verordnung",this ordinance would finally put an end to the disagreements
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,40,endlich den Zwistigkeiten ein Ende machen und den Frieden her-,"and bring about peace, but he was wrong -"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,41,"stellen wird. Er täuschte- sich aber, denn sowohl das Jntimatum,",because both the jntimatum and the resolution of the county
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,42,als auch der auf dasselbe gefaßte Beschluß des Komitates wurde «,"agreed on it were annulled on october 20, 1823"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,43,am 20. Oktober 1823 annuliert.,... the then kiskerer evang · pastor samuel
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,44,. Der damalige Kiskerer evang· Pfarrer Samuel Hajnoey,"hajnoey, and some of his friends obtained from the"
17,Neu_Schowe_Church_17.jpg,Tesseract,Google,45,", nnd einige seiner Freunde erwirkten von der durch das Komitat",the county
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,1,— 19 — .,- 19 -. sent a mixed commission that the
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,2,"entsendeten gemischten Kommission, daß die Evangelischen einen","evangelicals would receive their own pastor, which on 7"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,3,"eigenen Pfarrer erhalten, was am 7. Dezember desselben Jahres",december of the same year also happened. so the
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,4,auch geschah.,"evangelicals founded their own parish, to which all evangelicals"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,5,"Die Ebangelischen gründeteu also eine eigene Kirchengemeinde,",", with the exception of the fathers nikolaus schneider,"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,6,"der sich alle Evangelischen, mit Ausnahme der Familienväter","jakob sauer, philipp nagel, johann göttingen and adam"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,7,"Nikolaus Schneider-, Jakob Sauer, Philipp Nagel, Johann Göttel ·","hoffmann, joined. however, the congregation did not"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,8,"nnd Adam Hoffmann, — anschlossen",come to rest yet either. because of the bells
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,9,Die Gemeinde kam aber auch jetzt noch nicht zur Ruhe.,", the cemetery, then parish and teacher field led"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,10,"Wegen den Glocken, dem Friedhof, dann Pfarr- und Lehrerfeld","both parishes in 1838, then 20 years later because"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,11,"führten beide Kirchengemeinden 1838, dann 20 Jahre später wegen",of the construction of the evangelical church until 1862 such
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,12,dem Bau der evangelischen Kirche bis 1862 gegenseitig solch«,& quot ; complicated processes that each church parish had
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,13,"komplizierte Prozesse, daß jede Kirchengemeiude viele Tausende",many thousands of guilders expenses. these processes were only
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,14,Gulden Spesen hatte. Diese Prozesse wurden durch persönliche,"sharpened by personal interests. in the 1960s, the"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,15,Interessen nur noch perschärft. Jn den sechziger Jahren endlich,"storms finally subsided, the political authorities made decisions and"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,16,"legten sich die Stürme, die politischen Behörden trafen Entscheidung","put an end to the long processes, and peace"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,17,und machten den langen Prozessen ein Ende und der Friede zog,finally came. the church. & quot ; after
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,18,endlich ein.,the separation the number of ref. families dropped from
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,19,Die Kirche.,"191 to 104, the number of seeleu was only"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,20,""" Nach der Trennung sank die Zahl der ref. Familien von",684. within 10 years - they repaired the parsonage
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,21,"191 auf 104, die Seeleuzahl betrug nur 684. Innerhalb 10 Jah-",", school and prayer house and now began to save"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,22,"ren setzten sie doch Pfarrhaus, Schule und Bethaus in Stand und",more for the future than pastor lfitos his job began
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,23,begannen nun ihre Heller für die Zukunft zu sparen Als Pfarrer,", his first concern was to church a church."
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,24,"lFitos seine Stelle antrat, war seine erste Sorge eine Kirche zu",this longing also fulfilled the community meeting held in january
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,25,ianen,"1836 when the annual accounts were presented, the community"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,26,Diese Sehnsucht erfüllte auch die im Jänner 1836 abgehal-,saw that all burdens were covered and the number of
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,27,tene Genieindeversammlung Als die Jahresrechnnng vorgelegt,families had risen to 120 the church building - which
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,28,"wurde, sah die Gemeinde, daß alle Lasten gedeckt sind und die",had been founded earlier - was 1200 guilders in cash
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,29,Zahl der Familien auf 120 gestiegen ist. Jn der schon früher,", 300 presbnger butchered oats and 40 butchered wheat."
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,30,"gegründeten Kirchbau-Kassa« waren 1200 Gulden Bargeld,",the community was entrusted to the presbhterium to take the
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,31,300 Presbnrger Metzen Hafer und 40 Metzen Weizen Die Ge-,"necessary steps v. 7i « anersteine and 28,000 roof"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,32,meindeversauunlung betrautesofort das Presbhterium die nötigen,"tiles burned, but had to pay 32 silver guilders"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,33,Schritte zu unternehmen Auf Ansuchen wurde der Gemeinde Von,", 50 cruisers basic tax, which e - in"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,34,der KaaL Herrschaft der Bau der Kirche bewilligt und erlaubt,"1838 the parish was repaid, the necessary sand was"
18,Neu_Schowe_Church_18.jpg,Tesseract,Google,35,"500.000 V.7i«anersteine und 28.000 Dachziegel zu brennen, mußten",allowed to be taken out of the old sand pit
